"Month","Type","Number","Title","Type2","URL"
1985-02-28,"Decree","Decreto 101/985","EXPROPIACION DE BIEN INMUEBLE. MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/101-1985"
1985-02-28,"Decree","Decreto 95/985","FIJACION DE LA TASA DE DEVOLUCION DE TRIBUTOS A LAS EXPORTACIONES","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/95-1985"
1985-02-28,"Decree","Decreto 94/985","FIJACION DE TARIFAS DE GAS NATURAL. COMPAÑIA DEL GAS DE MONTEVIDEO. MARZO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/94-1985"
1985-02-28,"Decree","Decreto 93/985","ENARBOLAMIENTO DEL PABELLON NACIONAL EN EL EXTERIOR","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/93-1985"
1985-02-28,"Decree","Decreto 92/985","DECLARACION DE FERIADO NACIONAL. TRASMISION DE MANDO PRESIDENCIAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/92-1985"
1985-02-28,"Decree","Decreto 91/985","AUTORIZACION A LA DIGRA LA VENTA EN FORMA DIRECTA A LOS ORGANISMOS ESTATALES EL TRIGO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/91-1985"
1985-02-28,"Decree","Decreto 90/985","SUSPENSION DE LOS PLAZOS DE AFILIACION A LAS INSTITUCIONES DE ASISTENCIA MEDICA COLECTIVA. SEGURO POR ENFERMEDAD","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/90-1985"
1985-02-28,"Decree","Decreto 89/985","APROBACION DEL PLAN DE INVERSIONES PUBLICAS DE ANSE. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/89-1985"
1985-02-28,"Decree","Decreto 88/985","FIJACION DE PRECIOS DE ALCOHOLES Y BEBIDAS DE ANCAP. FEBRERO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/88-1985"
1985-02-28,"Decree","Decreto 87/985","AMPLIACION DEL PLAZO PARA LA REGISTRACION DE LOS PERMISOS DE IMPORTACION DE CEREALES","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/87-1985"
1985-02-28,"Decree","Decreto 86/985","TRASPOSICION DE RUBROS PRESUPUESTALES DE UTE. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/86-1985"
1985-02-28,"Decree","Decreto 85/985","APROBACION DE ACUERDO INTERNACIONAL - AVIACION CIVIL INTERNACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/85-1985"
1985-02-28,"Decree","Decreto 84/985","EMISION DE BONOS DEL TESORO EN DOLARES AMERICANOS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/84-1985"
1985-02-28,"Decree","Decreto 83/985","FIJACION DE NORMAS RELATIVAS A EXPORTACION DE CEREALES Y OLEAGINOSOS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/83-1985"
1985-02-28,"Decree","Decreto 82/985","FIJACION DE SUELDOS FICTOS DE LA JUBILACION NOTARIAL. FEBRERO 1985 - ESCRIBANOS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/82-1985"
1985-02-28,"Decree","Decreto 81/985","FUNCIONARIOS BANCARIOS - INCORPORACION DE EMPLEADOS DEL BANCO DEL PLATA A LA BANCA DEL ESTADO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/81-1985"
1985-02-28,"Decree","Decreto 80/985","MODIFICACION DEL ART. 5° DEL DECRETO DE FECHA 24 DE ENERO DE 1941, RELATIVO A ENVASES DE ACEITE COMESTIBLE","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/80-1985"
1985-02-28,"Decree","Decreto 78/985","FIJACION DE UR, URA, IPC, CRA. ENERO 1985. FEBRERO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/78-1985"
1985-02-28,"Decree","Decreto 77/985","MODIFICACION DEL PLAN DE INVERSIONES DE ANTEL. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/77-1985"
1985-02-28,"Decree","Decreto 76/985","DECLARACION DE ""PLAGA DE LA AGRICULTURA"" TODAS LAS ESPECIES DEL GENERO CUSCUTA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/76-1985"
1985-02-28,"Decree","Decreto 74/985","PRORROGA DEL PLAZO ESTABLECIDO EN EL ART. 2° DEL DECRETO 433/984, RELATIVO AL DESPACHO E INTRODUCCION AL PAIS DE LAS PARTIDAS DE MAIZ QUE SE DETERMINAN","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/74-1985"
1985-02-28,"Decree","Decreto 73/985","MODIFICACION DE PRECIOS MINIMOS DE EXPORTACION","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/73-1985"
1985-02-28,"Decree","Decreto 72/985","PRORROGA DE PLAZO RELATIVO A LOS PRECIOS MINIMOS DE EXPORTACION","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/72-1985"
1985-02-28,"Decree","Decreto 71/985","REMISION DE OBRAS PREMIADAS AL MUSEO NACIONAL DE ARTES PLASTICAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/71-1985"
1985-02-28,"Decree","Decreto 70/985","APROBACION DEL PLAN DE ESTUDIOS DE LA ESCUELA NAVAL. AÑO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/70-1985"
1985-02-28,"Decree","Decreto 69/985","MODIFICACION DEL PLAN DE ESTUDIOS DE LA ESCUELA NAVAL. FEBRERO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/69-1985"
1985-02-28,"Decree","Decreto 68/985","APROBACION DEL REGLAMENTO DE SEGURIDAD E HIGIENE OCUPACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/68-1985"
1985-02-28,"Decree","Decreto 67/985","MODIFICACION DEL PORCENTAJE DE GERMINACION TOTAL (MINIMO) DEL TREBOL ROJO ESTABLECIDO EN EL DECRETO 84/983","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/67-1985"
1985-02-28,"Decree","Decreto 66/985","FIJACION DE TARIFAS DE OSE. EJERCICIO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/66-1985"
1985-02-28,"Decree","Decreto 65/985","MODIFICACION DE LA RACIONALIZACION ADMINISTRATIVA DEL PERSONAL CONTRATADO DEL MINISTERIO DE INDUSTRIA Y ENERGIA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/65-1985"
1985-02-28,"Decree","Decreto 64/985","ACTUALIZACION DE MONTOS DE MULTAS DE INFRACCIONES TRIBUTARIAS. CONTRAVENCION E INSTIGACION PUBLICA A NO PAGAR TRIBUTOS. 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/64-1985"
1985-02-28,"Decree","Decreto 63/985","FIJACION DE TASAS DE INTERES PARA REGIMENES DE FACILIDADES Y RECARGOS POR MORA. 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/63-1985"
1985-02-28,"Decree","Decreto 62/985","FIJACION DE TASAS DE INTERES PARA REGIMENES DE FACILIDADES Y RECARGOS POR MORA. 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/62-1985"
1985-02-28,"Decree","Decreto 61/985","MODIFICACION AL REGLAMENTO DE VIGILANTES (WATCHMEN) DEL PUERTO DE MONTEVIDEO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/61-1985"
1985-02-28,"Decree","Decreto 60/985","APROBACION DEL REGLAMENTO GENERAL DEL CURSO PARA FORMACION DE OFICIALES DE
INTENDENCIA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/60-1985"
1985-02-28,"Decree","Decreto 59/985","APROBACION DEL PLAN DE ESTUDIOS DE LA ESCUELA DE COMANDO Y ESTADO MAYOR AEREO. AÑO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/59-1985"
1985-02-28,"Decree","Decreto 58/985","ACTUALIZACION DEL MONTO DE LAS MULTAS PREVISTAS POR EL CODIGO AERONAUTICO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/58-1985"
1985-02-28,"Decree","Decreto 57/985","APROBACION DEL REGLAMENTO DE ORGANIZACION Y FUNCIONAMIENTO DE LA ESCUELA NAVAL. AÑO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/57-1985"
1985-02-28,"Decree","Decreto 56/985","MODIFICACION DE LOS PLANES DE ESTUDIOS DE LOS CENTROS DE ENSEÑANZA DE LA ARMADA NACIONAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/56-1985"
1985-02-28,"Decree","Decreto 55/985","APROBACION DEL REGLAMENTO DE LOS TRIBUNALES DE HONOR DE LAS FUERZAS ARMADAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/55-1985"
1985-02-28,"Decree","Decreto 54/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE TACUAREMBO. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/54-1985"
1985-02-28,"Decree","Decreto 53/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE SORIANO. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/53-1985"
1985-02-28,"Decree","Decreto 52/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE SAN JOSE. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/52-1985"
1985-02-28,"Decree","Decreto 51/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE RIVERA. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/51-1985"
1985-02-28,"Decree","Decreto 50/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE PAYSANDU. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/50-1985"
1985-02-28,"Decree","Decreto 49/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE MALDONADO. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/49-1985"
1985-02-28,"Decree","Decreto 48/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE LAVALLEJA. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/48-1985"
1985-02-28,"Decree","Decreto 47/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE COLONIA. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/47-1985"
1985-02-28,"Decree","Decreto 46/985","MODIFICACION DEL PRESUPUESTO OPERATIVO DE LA INTENDENCIA MUNICIPAL DE CERRO LARGO. EJERCICIO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/46-1985"
1985-02-28,"Decree","Decreto 45/985","REGLAMENTACION DE LA LEY 15.716 RELATIVO A LA INTRODUCCION DE NUEVAS MODALIDADES A LOS JUEGOS QUE MONOPOLIZA Y SU FISCALIZACION POR LA DIRECCION
DE LOTERIAS Y QUINIELAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/45-1985"
1985-02-28,"Decree","Decreto 44/985","REGLAMENTACION DEL IMPUESTO A LAS RENTAS AGROPECUARIAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/44-1985"
1985-02-28,"Decree","Decreto 43/985","FIJACION DE NORMAS SOBRE CONTENCION DEL GASTO PUBLICO REFERENTE A GASTOS DE FUNCIONAMIENTO DE UNIDADES EJECUTORAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/43-1985"
1985-02-28,"Decree","Decreto 42/985","CONCESION DE DERECHO DE USO DE BIEN INMUEBLE. MALDONADO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/42-1985"
1985-02-28,"Decree","Decreto 41/985","IMPUESTO A LAS RENTAS AGROPECUARIAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/41-1985"
1985-02-28,"Decree","Decreto 40/985","IMPUESTO A LAS RENTAS AGROPECUARIAS. FIJACION DE MONTO IMPONIBLE","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/40-1985"
1985-02-28,"Decree","Decreto 39/985","FIJACION DE PARTIDAS POR GASTOS DE ETIQUETA DE FUNCIONARIOS DEL SERVICIO EXTERIOR. FEBRERO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/39-1985"
1985-02-28,"Decree","Decreto 38/985","FIJACION DE PRECIOS MINIMOS PARA LAS UVAS. COSECHA 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/38-1985"
1985-02-28,"Decree","Decreto 37/985","CREACION DEL SERVICIO DE QUIMIOTERAPIA DEL INSTITUTO DE ONCOLOGIA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/37-1985"
1985-02-28,"Decree","Decreto 36/985","REGIMEN DE DEVOLUCION DE IMPUESTOS INDIRECTOS A LAS EXPORTACIONES - INDUSTRIALIZACION DE LANAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/36-1985"
1985-02-28,"Decree","Decreto 35/985","APROBACION DE LA REESTRUCTURA PRESUPUESTAL DE LA DIRECCION NACIONAL DE ADUANAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/35-1985"
1985-02-28,"Decree","Decreto 34/985","JUBILACIONES - ASIGNACIONES FICTAS DE LAS JUNTAS ELECTORALES DEPARTAMENTALES","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/34-1985"
1985-03-31,"Decree","Decreto 130/985","FIJACION DEL PRECIO DE LA LECHE. ABRIL 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/130-1985"
1985-03-31,"Decree","Decreto 129/985","FIJACION DE PRECIOS DE ALCOHOLES Y BEBIDAS DE ANCAP. MARZO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/129-1985"
1985-03-31,"Decree","Decreto 128/985","FIJACION DE UR, URA, IPC, CRA. FEBRERO 1985. MARZO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/128-1985"
1985-03-31,"Decree","Decreto 127/985","DECLARACION DIA DE LOS CAIDOS EN DEFENSA DE LAS INSTITUCIONES","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/127-1985"
1985-03-31,"Decree","Decreto 126/985","FIJACION DE SALARIO MINIMO NACIONAL. MARZO 1985. TRABAJADORES DE LA CONSTRUCCION","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/126-1985"
1985-03-31,"Decree","Decreto 125/985","FIJACION DE NORMAS RELATIVAS A LAS OCUPACIONES PARCIALES DE LA VIA PUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/125-1985"
1985-03-31,"Decree","Decreto 124/985","FIJACION DE SALARIO MINIMO NACIONAL. MARZO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/124-1985"
1985-03-31,"Decree","Decreto 123/985","FIJACION DE TARIFAS TRANSPORTE COLECTIVO DE PASAJEROS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/123-1985"
1985-03-31,"Decree","Decreto 122/985","DENOMINACION DEL PLAN DE OBRAS DE CAMINOS DE INTEGRACION EN ZONAS RURALES - INTERVIAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/122-1985"
1985-03-31,"Decree","Decreto 121/985","FIJACION DEL VALOR REAL DE INMUEBLES RURALES. AÑO 1984","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/121-1985"
1985-03-31,"Decree","Decreto 120/985","DECLARACION DE FERIADO NACIONAL. TRANSMISION DEL MANDO PRESIDENCIAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/120-1985"
1985-03-31,"Decree","Decreto 119/985","MODIFICACION DEL ART. 3° DECRETO 194/983 RELATIVO A ARANCELES POR SERVICIOS Y PRESTACIONES ASISTENCIALES","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/119-1985"
1985-03-31,"Decree","Decreto 118/985","ADOPCION DEL SISTEMA DE BALIZAMIENTO MARITIMO DE LA ASOCIACION INTERNACIONAL DE SEÑALIZACION MARITIMA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/118-1985"
1985-03-31,"Decree","Decreto 117/985","IMPUESTO A LOS INGRESOS POR PRESTACION DE SERVICIOS DE LAS EMPRESAS DE
OMNIBUS INTERDEPARTAMENTALES Y DE TURISMO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/117-1985"
1985-03-31,"Decree","Decreto 116/985","FIJACION DE TARIFAS DE OSE. MARZO 1985","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/116-1985"
1985-03-31,"Decree","Decreto 115/985","FIJACION DE PRECIOS DE PUBLICACIONES DE LA PREFECTURA NACIONAL NAVAL. GUIA MEDICA DE PRIMEROS AUXILIOS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/115-1985"
1985-03-31,"Decree","Decreto 114/985","CARGOS Y CONTRATOS DE FUNCION PUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/114-1985"
1985-03-31,"Decree","Decreto 113/985","APROBACION DEL REGLAMENTO DE ORGANIZACION Y FUNCIONAMIENTO DE LA ESCUELA DE FUSILEROS NAVALES","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/113-1985"
1985-03-31,"Decree","Decreto 112/985","APROBACION DEL REGLAMENTO DE ORGANIZACION Y FUNCIONAMIENTO DE LA ESCUELA DE
AVIACION NAVAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/112-1985"
1985-03-31,"Decree","Decreto 111/985","APROBACION DEL REGLAMENTO DE ORGANIZACION Y FUNCIONAMIENTO DE LA ESCUELA DE
BUCEO DE LA ARMADA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/111-1985"
1985-03-31,"Decree","Decreto 110/985","APROBACION DEL REGLAMENTO DE ORGANIZACION Y FUNCIONAMIENTO DEL CENTRO DE 
INSTRUCCION DE LA ARMADA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/110-1985"
1985-03-31,"Decree","Decreto 109/985","DECLARACION DE DUELO OFICIAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/109-1985"
1985-03-31,"Decree","Decreto 108/985","REGULACION FINES Y COMETIDOS DEL MINISTERIO DE RELACIONES EXTERIORES","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/108-1985"
1985-03-31,"Decree","Decreto 107/985","TASAS DE DEVOLUCION DE IMPUESTOS INDIRECTOS PARA LAS EXPORTACIONES DE CUEROS 
CURTIDOS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/107-1985"
1985-03-31,"Decree","Decreto 106/985","FIJACION DE HORARIOS DE ATENCION AL PUBLICO EN LA ADMINISTRACION CENTRAL","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/106-1985"
1985-03-31,"Decree","Decreto 105/985","AUTORIZACION AL INGRESO DE EXILIADOS AL PAIS. REPATRIACION","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/105-1985"
1985-03-31,"Decree","Decreto 104/985","LIBERTAD DE PRENSA EN LOS MEDIOS DE COMUNICACION. REESTABLECIMIENTO DE DERECHOS HUMANOS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/104-1985"
1985-03-31,"Decree","Decreto 100/985","CREACION DE LA SECRETARIA DE INFORMACION DEPENDIENTE DE LA PRESIDENCIA DE LA REPUBLICA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/100-1985"
1985-03-31,"Decree","Decreto 99/985","SUSCRIPCION DE LOS ACTOS JURIDICOS Y COMUNICACIONES DEL PRESIDENTE DE LA REPUBLICA Y PODER EJECUTIVO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/99-1985"
1985-03-31,"Decree","Decreto 98/985","SUPRESION DEL MINISTERIO DE JUSTICIA. ASIGNACION INTERINA DE COMPETENCIAS","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/98-1985"
1985-03-31,"Decree","Decreto 97/985","DEROGACION DE DISPOSICIONES RELATIVAS A LA DISOLUCION Y PROHIBICION DE ACTIVIDADES DEL GRUPO DE TEATRO ""EL GALPON"", ASOCIACION DE MAGISTRADOS DEL URUGUAY Y SERVICIO DE PAZ Y JUSTICIA","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/97-1985"
1985-03-31,"Decree","Decreto 96/985","REGULACION DE LA OFICINA DE PLANEAMIENTO Y PRESUPUESTO","(Documento actualizado)","https://www.impo.com.uy/bases/decretos/96-1985"
